Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Mumbai,2010,52000,Petrol,Manual,First,27.37,1197,80.0,5.0,2.8,Hyundai,i20,10
Coimbatore,2017,29819,Diesel,Automatic,First,18.6277,2987,254.79,5.0,61.29,Mercedes-Benz,GLE,3
Bangalore,2014,57000,Diesel,Manual,Second,25.438000000000002,2148,170.0,5.0,18.0,Mercedes-Benz,New,6
Hyderabad,2014,88500,Diesel,Manual,First,37.352000000000004,1248,73.94,5.0,4.35,Maruti,Ritz,6
Bangalore,2016,28000,Diesel,Manual,First,31.668700000000005,1582,126.2,5.0,13.75,Hyundai,Creta,4
Pune,2010,67000,Petrol,Manual,First,30.590000000000003,998,66.1,5.0,2.0,Maruti,A-Star,10
Delhi,2016,26000,Diesel,Manual,First,31.620400000000004,1461,108.45,5.0,10.0,Renault,Duster,4
Delhi,2010,120000,Diesel,Manual,First,28.658,1248,76.0,5.0,1.65,Fiat,Grande,10
Coimbatore,2017,51982,Diesel,Automatic,First,26.645500000000002,2993,258.0,5.0,45.77,BMW,X3,3
Bangalore,2010,36000,Petrol,Manual,Second,32.7796,1197,78.9,5.0,3.25,Hyundai,i10,10
Pune,2016,47000,Diesel,Manual,First,20.608000000000004,2494,102.0,7.0,12.8,Toyota,Innova,4
Mumbai,2002,60000,Petrol,Manual,Third,27.853,993,60.0,5.0,0.55,Maruti,Zen,18
Hyderabad,2018,31025,Diesel,Manual,First,45.724000000000004,1248,74.0,5.0,7.15,Maruti,Swift,2
Pune,2013,105000,Diesel,Manual,Second,19.4005,2179,120.0,8.0,7.0,Mahindra,Scorpio,7
Pune,2017,121900,Diesel,Manual,First,36.9495,1248,74.0,5.0,3.75,Tata,Zest,3
Mumbai,2017,22695,Petrol,Manual,First,30.3968,999,123.24,5.0,8.5,Ford,EcoSport,3
Jaipur,2012,73000,Diesel,Manual,First,37.674,1248,74.0,5.0,4.35,Maruti,Swift,8
Kochi,2016,32227,Petrol,Manual,First,36.611399999999996,796,47.3,5.0,3.26,Maruti,Alto,4
Jaipur,2011,55000,Petrol,Manual,First,27.37,1497,118.0,5.0,4.21,Honda,City,9
Kochi,2018,11287,Diesel,Automatic,First,19.4327,2967,241.4,7.0,70.36,Audi,Q7,2
Mumbai,2009,48000,Diesel,Automatic,Second,27.37,1896,105.0,5.0,2.95,Skoda,Laura,11
Kochi,2012,54308,Petrol,Manual,First,27.531000000000002,1591,121.3,5.0,4.28,Hyundai,Verna,8
Jaipur,2009,78442,Petrol,Automatic,First,27.048000000000002,1497,118.0,5.0,3.57,Honda,City,11
Kolkata,2013,46000,Diesel,Manual,First,35.259,1396,88.8,5.0,3.11,Hyundai,i20,7
Coimbatore,2014,45051,Petrol,Automatic,First,24.150000000000002,1396,98.6,5.0,5.96,Hyundai,i20,6
Hyderabad,2011,69000,Diesel,Manual,First,33.0694,1598,103.6,5.0,4.7,Volkswagen,Vento,9
Ahmedabad,2014,49000,Petrol,Manual,First,28.014,1497,117.3,5.0,6.9,Honda,City,6
Pune,2018,45000,Diesel,Manual,First,36.9495,1248,74.0,5.0,5.25,Tata,Zest,2
Pune,2015,64000,Diesel,Automatic,First,29.752800000000004,1995,177.0,5.0,28.0,BMW,5,5
Delhi,2009,60000,Petrol,Manual,First,30.429,1061,67.0,5.0,1.35,Maruti,Wagon,11
Delhi,2015,62178,Petrol,Manual,First,29.302,1199,88.7,5.0,4.85,Honda,Jazz,5
Coimbatore,2012,58006,Diesel,Manual,First,24.150000000000002,1896,105.0,5.0,6.7,Volkswagen,Jetta,8
Hyderabad,2010,74000,Petrol,Manual,First,32.7796,1197,78.9,5.0,3.1,Hyundai,i10,10
Kochi,2015,77771,Diesel,Automatic,First,31.024700000000003,2143,170.0,5.0,18.64,Mercedes-Benz,New,5
Pune,2012,45275,Petrol,Manual,First,32.7796,1197,78.9,5.0,2.8,Hyundai,i10,8
Chennai,2016,48000,Diesel,Manual,First,22.024800000000003,2393,147.8,7.0,20.25,Toyota,Innova,4
Kochi,2015,31652,Diesel,Automatic,First,28.4648,1968,174.33,5.0,26.78,Audi,A6,5
Hyderabad,2010,109000,Diesel,Manual,Second,20.9139,2494,100.6,7.0,8.26,Toyota,Innova,10
Mumbai,2015,31978,Petrol,Manual,First,26.5167,1198,73.9,5.0,3.89,Volkswagen,Polo,5
Hyderabad,2011,70000,Petrol,Manual,First,33.681200000000004,998,67.1,5.0,2.1,Maruti,Alto,9
Mumbai,2017,15000,Petrol,Automatic,First,28.98,1497,117.3,5.0,12.69,Honda,City,3
Coimbatore,2013,59138,Diesel,Manual,First,27.37,1405,70.0,5.0,2.58,Tata,Indigo,7
Kochi,2014,61726,Diesel,Automatic,First,28.4648,1968,174.33,5.0,20.77,Audi,A6,6
Delhi,2015,48000,Diesel,Automatic,First,28.819,2143,136.0,5.0,20.26,Mercedes-Benz,GLA,5
Kolkata,2011,60020,Diesel,Manual,First,28.658,1248,,5.0,2.5,Maruti,Swift,9
Hyderabad,2014,77815,Petrol,Automatic,First,37.191,998,67.04,5.0,4.25,Maruti,Celerio,6
Hyderabad,2017,29000,Diesel,Automatic,First,28.819,2143,201.15,5.0,57.0,Mercedes-Benz,GLE,3
Delhi,2017,44000,Diesel,Automatic,First,20.447,2179,187.7,5.0,44.0,Land,Rover,3
Hyderabad,2011,108626,Diesel,Manual,First,33.0694,1598,103.6,5.0,3.65,Volkswagen,Vento,9
Hyderabad,2012,71791,Petrol,Manual,First,22.540000000000003,796,35.0,5.0,2.05,Maruti,Omni,8
Kochi,2012,91931,Petrol,Manual,First,29.785,1198,86.8,5.0,3.13,Honda,Brio,8
Hyderabad,2000,158000,Diesel,Manual,Second,22.652700000000003,2956,83.1,7.0,1.5,Tata,Sumo,20
Pune,2012,91183,Diesel,Manual,First,28.98,1248,75.0,5.0,2.85,Tata,Indica,8
Delhi,2012,65000,Petrol,Manual,First,30.429,998,67.1,5.0,2.65,Maruti,Wagon,8
Hyderabad,2015,88428,Diesel,Manual,First,25.76,2179,140.0,7.0,10.6,Mahindra,XUV500,5
Pune,2008,138000,Diesel,Manual,Second,27.531000000000002,1396,70.0,5.0,1.25,Tata,Indigo,12
Mumbai,2018,18000,Petrol,Manual,First,25.7922,1373,93.7,7.0,8.25,Maruti,Ertiga,2
Mumbai,2011,60000,Petrol,Automatic,First,18.837,2354,177.6,5.0,4.45,Honda,Accord,9
Kolkata,2012,48000,Diesel,Manual,First,31.073000000000004,1248,73.9,5.0,3.7,Maruti,Swift,8
Hyderabad,2009,160000,Diesel,Manual,First,28.658,1399,68.0,5.0,2.8,Ford,Fiesta,11
Kolkata,2008,40000,Petrol,Manual,First,28.497,1497,78.0,5.0,1.8,Honda,City,12
Kochi,2014,51495,Diesel,Automatic,First,28.4648,1968,174.33,5.0,21.95,Audi,A6,6
Mumbai,2011,30000,Diesel,Automatic,First,15.3272,2993,313.0,4.0,49.0,BMW,6,9
Coimbatore,2017,97430,Diesel,Automatic,First,23.747500000000002,2967,245.0,7.0,62.67,Audi,Q7,3
Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5.0,1.4,Maruti,Zen,12
Pune,2012,83000,Diesel,Manual,First,37.03,1396,90.0,5.0,5.5,Hyundai,i20,8
Bangalore,2009,37000,Petrol,Automatic,Third,27.2895,1197,78.9,5.0,2.95,Hyundai,i10,11
Kochi,2016,28503,Petrol,Automatic,First,30.590000000000003,1199,88.7,5.0,6.86,Honda,Jazz,4
Hyderabad,2015,76496,Diesel,Manual,First,40.572,1248,74.0,5.0,6.15,Maruti,Swift,5
Pune,2011,79152,Petrol,Manual,Second,29.785,1197,82.85,5.0,3.3,Hyundai,i20,9
Kolkata,2011,32000,Petrol,Manual,First,26.5167,1198,73.9,5.0,2.55,Volkswagen,Polo,9
Ahmedabad,2009,35000,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,1.5,Maruti,Alto,11
Chennai,2004,105000,Petrol,Automatic,Second,18.193,1794,125.0,5.0,2.5,Toyota,Corolla,16
Chennai,2006,56000,Petrol,Manual,Second,31.717000000000002,796,46.3,5.0,1.4,Maruti,Alto,14
Pune,2012,73000,Diesel,Manual,First,34.00320000000001,1248,88.8,5.0,3.4,Tata,Manza,8
Pune,2012,38000,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,2.25,Maruti,Alto,8
Kolkata,2008,80000,Petrol,Automatic,First,18.193,1794,125.0,5.0,2.8,Toyota,Corolla,12
Coimbatore,2016,24973,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,7.66,Hyundai,i20,4
Chennai,2016,45000,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,7.15,Maruti,Vitara,4
Delhi,2010,87430,Petrol,Manual,First,27.37,1497,118.0,5.0,3.5,Honda,City,10
Hyderabad,2014,133944,Diesel,Manual,Second,28.98,1248,75.0,5.0,3.5,Tata,Indica,6
Kolkata,2013,57000,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,3.45,Honda,Amaze,7
Coimbatore,2016,27904,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.55,Hyundai,EON,4
Kochi,2015,30717,Diesel,Automatic,Second,35.03360000000001,1995,190.0,5.0,25.99,BMW,3,5
Bangalore,2012,80000,Diesel,Manual,First,35.9352,1582,126.32,5.0,5.25,Hyundai,Verna,8
Ahmedabad,2013,47304,Diesel,Manual,First,33.8422,1248,88.8,5.0,2.9,Tata,Manza,7
Jaipur,2005,100000,Petrol,Automatic,First,23.2645,1984,227.0,5.0,2.05,Skoda,Octavia,15
Pune,2017,30000,Petrol,Manual,First,38.752700000000004,998,67.1,5.0,3.75,Maruti,Alto,3
Mumbai,2014,68000,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.75,Ford,Ecosport,6
Kolkata,2011,21000,Petrol,Manual,Second,28.98,995,62.0,5.0,0.95,Chevrolet,Spark,9
Hyderabad,2017,21000,Diesel,Automatic,First,31.121299999999998,1999,177.0,5.0,52.0,Jaguar,XF,3
Jaipur,2007,119000,Petrol,Manual,Third,21.091,1997,141.1,5.0,3.91,Honda,CR-V,13
Kochi,2019,13747,Petrol,Automatic,First,23.6187,1798,177.46,5.0,27.3,Skoda,Superb,1
Delhi,2013,70000,Diesel,Manual,First,36.869,1248,74.0,5.0,3.5,Maruti,Swift,7
Mumbai,2016,18000,Petrol,Automatic,First,29.785,1197,83.14,5.0,6.2,Maruti,Swift,4
Chennai,2011,83000,Diesel,Manual,First,37.1588,1461,63.1,5.0,2.75,Nissan,Micra,9
Mumbai,2015,130000,Diesel,Manual,First,37.674,1248,74.0,5.0,3.25,Maruti,Swift,5
Pune,2012,63400,Diesel,Manual,First,28.658,1399,67.0,5.0,3.25,Ford,Fiesta,8
Kolkata,2003,65000,Petrol,Manual,First,27.853,993,60.0,5.0,0.65,Maruti,Zen,17
Pune,2017,8350,Petrol,Manual,First,22.218000000000004,1998,192.0,5.0,35.0,Mini,Clubman,3
Kolkata,2014,45000,Diesel,Manual,First,37.9799,1364,67.05,5.0,3.25,Toyota,Etios,6
Kolkata,2018,26200,Petrol,Manual,First,39.767,796,47.3,5.0,2.9,Maruti,Alto,2
Bangalore,2011,11000,Petrol,Manual,Third,30.429,796,47.0,5.0,2.9,Maruti,Alto,9
Bangalore,2009,90000,Diesel,Automatic,Second,17.71,2993,235.0,5.0,17.75,BMW,X5,11
Mumbai,2015,74000,Petrol,Automatic,Second,17.8227,2496,179.5,5.0,8.25,Nissan,Teana,5
Coimbatore,2015,37081,Petrol,Automatic,First,30.429,1197,82.0,5.0,5.77,Hyundai,Grand,5
Hyderabad,2017,39000,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,9.49,Maruti,Vitara,3
Mumbai,2008,99000,Diesel,Automatic,Third,19.4327,2967,241.4,7.0,12.95,Audi,Q7,12
Chennai,2015,38000,Diesel,Automatic,First,28.819,2143,136.0,5.0,20.0,Mercedes-Benz,GLA,5
Chennai,2007,72000,Petrol,Manual,Third,25.921000000000003,796,37.0,4.0,1.0,Maruti,800,13
Chennai,2015,93000,Diesel,Manual,Second,32.9245,1461,83.8,5.0,7.1,Renault,Duster,5
Mumbai,2017,5900,Diesel,Manual,First,34.5023,1364,87.2,5.0,16.5,Toyota,Corolla,3
Chennai,2014,25000,Diesel,Manual,First,25.438000000000002,2148,170.0,5.0,26.0,Mercedes-Benz,New,6
Hyderabad,2010,68000,Diesel,Manual,Second,33.971000000000004,1248,73.9,5.0,3.2,Maruti,Ritz,10
Kochi,2017,35676,Petrol,Automatic,First,25.76,1497,117.3,7.0,9.48,Honda,BRV,3
Kochi,2015,74310,Diesel,Manual,First,39.284,1120,71.0,5.0,4.0,Hyundai,Xcent,5
Jaipur,2014,59364,Diesel,Automatic,First,22.878100000000003,2143,203.0,5.0,26.5,Mercedes-Benz,E-Class,6
Kochi,2014,41380,Petrol,Automatic,Second,23.828000000000003,1595,120.7,5.0,11.77,Mercedes-Benz,B,6
Bangalore,2017,33900,Diesel,Automatic,First,24.150000000000002,2143,204.0,5.0,37.0,Mercedes-Benz,E-Class,3
Mumbai,2016,28000,Petrol,Manual,First,28.658,1497,117.3,5.0,8.75,Honda,City,4
Hyderabad,2007,50958,Petrol,Manual,First,27.37,1086,,5.0,1.95,Hyundai,Santro,13
Chennai,2011,93982,Petrol,Manual,First,27.37,1497,118.0,5.0,3.75,Honda,City,9
Pune,2010,95000,Petrol,Manual,First,26.082,1599,103.2,5.0,2.5,Hyundai,Verna,10
Mumbai,2017,9000,Petrol,Automatic,First,21.735000000000003,1999,246.74,5.0,34.5,Jaguar,XE,3
Delhi,2015,52516,Petrol,Manual,First,28.98,1198,86.7,5.0,4.65,Honda,Amaze,5
Bangalore,2015,20000,Petrol,Automatic,First,30.3646,1598,122.0,4.0,32.0,Mini,Cooper,5
Coimbatore,2017,56451,Diesel,Automatic,First,21.735000000000003,2987,282.0,5.0,62.81,Mercedes-Benz,S,3
Chennai,2014,37000,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.25,Hyundai,EON,6
Kolkata,2014,17400,Petrol,Manual,First,33.021100000000004,998,67.04,5.0,3.1,Maruti,Wagon,6
Coimbatore,2011,90207,Diesel,Manual,First,33.971000000000004,1248,73.9,5.0,3.91,Maruti,Ritz,9
Chennai,2011,89616,Diesel,Automatic,First,25.872700000000002,1995,181.0,5.0,11.0,BMW,3,9
Pune,2014,85000,Diesel,Manual,First,21.7189,2179,138.03,5.0,3.5,Tata,Xenon,6
Chennai,2014,79271,Diesel,Automatic,First,32.8118,1968,143.0,5.0,16.5,Audi,A3,6
Hyderabad,2012,56000,Diesel,Automatic,First,20.447,2179,187.7,5.0,30.0,Land,Rover,8
Pune,2010,85001,Diesel,Automatic,Second,19.32,2987,224.0,7.0,28.0,Mercedes-Benz,GL-Class,10
Hyderabad,2018,12000,Diesel,Automatic,First,21.735000000000003,2477,175.56,7.0,28.0,Mitsubishi,Pajero,2
Jaipur,2010,125000,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,0.92,Maruti,Alto,10
Pune,2013,53000,Petrol,Manual,First,22.540000000000003,1061,64.0,5.0,2.75,Maruti,Wagon,7
Coimbatore,2017,34990,Diesel,Automatic,First,20.447,2179,187.7,5.0,53.83,Land,Rover,3
Pune,2011,49768,Petrol,Manual,Second,27.386100000000003,1591,121.3,5.0,4.95,Hyundai,Verna,9
Hyderabad,2013,56000,Diesel,Automatic,First,26.9353,2993,218.0,5.0,33.5,BMW,5,7
Bangalore,2013,75000,Diesel,Automatic,First,23.7314,2993,270.9,5.0,27.95,Jaguar,XF,7
Hyderabad,2010,57000,Petrol,Automatic,First,22.057,1798,157.75,5.0,7.25,Skoda,Superb,10
Kochi,2017,37542,Diesel,Automatic,First,25.325300000000002,1968,174.33,5.0,25.71,Audi,Q3,3
Coimbatore,2014,95649,Diesel,Automatic,First,20.447,2179,187.7,5.0,29.67,Land,Rover,6
Jaipur,2013,35299,Diesel,Automatic,First,23.892400000000002,2143,170.0,5.0,19.0,Mercedes-Benz,New,7
Kochi,2017,28464,Diesel,Manual,First,24.794,2179,120.0,7.0,13.05,Mahindra,Scorpio,3
Mumbai,2015,41000,Diesel,Automatic,First,35.03360000000001,1995,190.0,5.0,25.5,BMW,3,5
Pune,2017,9000,Petrol,Manual,First,24.794,1497,117.3,7.0,8.5,Honda,BR-V,3
Chennai,2010,92098,Diesel,Automatic,Second,25.76,2400,215.0,5.0,7.25,Volvo,S80,10
Pune,2005,5834,Petrol,Manual,First,21.252,1495,94.0,5.0,0.8,Hyundai,Accent,15
Jaipur,2017,40250,Petrol,Manual,First,27.675900000000002,1197,81.86,5.0,6.9,Hyundai,i20,3
Coimbatore,2018,22397,Petrol,Automatic,First,18.515,2996,367.0,5.0,70.99,Mercedes-Benz,GLC,2
Kolkata,2015,20800,Petrol,Manual,Second,33.971000000000004,814,55.2,5.0,2.25,Hyundai,EON,5
Kochi,2018,40322,Petrol,Manual,First,30.429,1197,81.86,5.0,5.5,Hyundai,Grand,2
Mumbai,2013,52576,Petrol,Manual,First,20.93,1493,100.0,5.0,4.35,Honda,City,7
Kolkata,2010,55000,Petrol,Manual,First,26.5167,1198,73.9,5.0,2.25,Volkswagen,Polo,10
Mumbai,2016,47000,Petrol,Automatic,First,24.5686,1798,187.74,5.0,24.5,Audi,A6,4
Coimbatore,2017,23163,Petrol,Manual,First,24.6169,1591,121.3,5.0,12.03,Hyundai,Creta,3
Mumbai,2011,50000,Petrol,Automatic,Second,18.901400000000002,1796,186.0,5.0,8.5,Mercedes-Benz,New,9
Mumbai,2014,11900,Petrol,Automatic,First,27.0802,1998,189.08,4.0,28.5,Mini,Cooper,6
Pune,2006,108000,Petrol,Manual,Second,27.37,1086,,5.0,1.2,Hyundai,Santro,14
Bangalore,2013,37000,Diesel,Manual,First,37.9799,1364,67.04,5.0,5.75,Toyota,Etios,7
Delhi,2014,30000,Petrol,Manual,Second,31.233999999999998,1198,86.8,5.0,3.2,Honda,Brio,6
Coimbatore,2018,12831,Petrol,Automatic,First,34.454,1197,83.1,5.0,9.89,Maruti,Baleno,2
Coimbatore,2012,143017,Diesel,Automatic,First,32.2,1968,138.1,5.0,6.58,Skoda,Laura,8
Kochi,2018,13102,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,4.06,Hyundai,EON,2
Coimbatore,2019,24950,Diesel,Manual,First,32.795700000000004,1461,108.45,5.0,13.37,Renault,Captur,1
Coimbatore,2011,57832,Diesel,Automatic,First,26.082,2993,258.0,5.0,25.82,BMW,5,9
Kochi,2016,34267,Petrol,Manual,First,36.611399999999996,796,47.3,5.0,3.74,Maruti,Alto,4
Bangalore,2015,33000,Diesel,Automatic,Second,27.048000000000002,1984,150.0,5.0,22.0,Volvo,V40,5
Ahmedabad,2007,55100,Petrol,Manual,First,30.429,998,67.1,5.0,1.45,Maruti,Wagon,13
Kolkata,2008,40000,Petrol,Manual,First,28.497,1497,78.0,5.0,2.0,Honda,City,12
Kochi,2017,31841,CNG,Manual,First,15.1,1196,73.0,5.0,4.7,Maruti,Eeco,3
Kolkata,2014,15000,Petrol,Manual,First,22.057,1399,98.79,8.0,3.75,Chevrolet,Enjoy,6
Coimbatore,2016,82756,Diesel,Manual,First,25.695600000000002,2523,62.1,7.0,7.7,Mahindra,Bolero,4
Hyderabad,2014,20600,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,2.6,Hyundai,EON,6
Coimbatore,2017,29952,Petrol,Automatic,First,20.93,1591,121.3,5.0,13.77,Hyundai,Creta,3
Mumbai,2017,15000,Petrol,Manual,Second,25.9049,1598,103.5,5.0,7.1,Volkswagen,Vento,3
Pune,2008,61938,Petrol,Automatic,Second,20.769000000000002,1799,130.0,5.0,2.65,Honda,Civic,12
Hyderabad,2014,67000,Diesel,Manual,First,35.903000000000006,1248,74.0,5.0,2.5,Tata,Indica,6
Kochi,2013,61672,Diesel,Manual,First,25.76,2179,140.0,7.0,7.53,Mahindra,XUV500,7
Coimbatore,2017,26185,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,7.98,Hyundai,i20,3
Bangalore,2014,38000,Diesel,Automatic,Second,22.797600000000003,1968,174.3,5.0,39.0,Audi,Q5,6
Chennai,2011,67000,Petrol,Manual,Second,29.785,1197,85.8,5.0,2.25,Maruti,Ritz,9
Chennai,2010,66000,Petrol,Manual,Second,21.2037,1999,114.0,5.0,3.85,Mitsubishi,Cedia,10
Hyderabad,2015,80883,Diesel,Manual,First,20.608000000000004,2494,102.0,7.0,13.5,Toyota,Innova,5
Hyderabad,2016,80219,Diesel,Manual,First,44.4682,793,47.0,5.0,3.5,Maruti,Celerio,4
Delhi,2018,12923,Diesel,Manual,First,40.411,1248,88.5,5.0,8.92,Maruti,S-Cross,2
Coimbatore,2016,86642,Diesel,Automatic,First,24.4237,1968,181.0,5.0,20.37,Audi,Q3,4
Bangalore,2016,19235,Diesel,Automatic,First,35.03360000000001,1995,190.0,5.0,36.5,BMW,3,4
Coimbatore,2016,51002,Diesel,Automatic,First,18.241300000000003,4134,335.2,7.0,48.91,Audi,Q7,4
Pune,2016,6800,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,7.2,Hyundai,i20,4
Hyderabad,2012,82749,Diesel,Manual,First,30.606100000000005,1461,108.45,5.0,5.99,Renault,Duster,8
Pune,2016,51000,Diesel,Manual,First,39.284,1120,71.0,5.0,5.25,Hyundai,Xcent,4
Delhi,2014,31465,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.5,Ford,Ecosport,6
Hyderabad,2013,76476,Petrol,Manual,First,26.5167,1198,73.9,5.0,4.4,Volkswagen,Polo,7
Kolkata,2017,14000,Diesel,Manual,First,38.64,1120,70.0,5.0,4.6,Hyundai,Grand,3
Ahmedabad,2013,47000,Diesel,Manual,First,34.00320000000001,1248,88.8,5.0,2.95,Tata,Manza,7
Kolkata,2011,48466,Petrol,Manual,First,27.37,1497,118.0,5.0,3.26,Honda,City,9
Bangalore,2008,46000,Petrol,Manual,Second,28.851200000000006,1086,62.1,5.0,2.22,Hyundai,Santro,12
Hyderabad,2012,162663,Diesel,Manual,First,20.9139,2494,100.0,7.0,10.5,Toyota,Innova,8
Coimbatore,2017,25142,Diesel,Manual,First,45.224900000000005,1248,88.5,5.0,8.26,Maruti,Ciaz,3
Delhi,2013,69000,Diesel,Manual,First,20.2055,2982,169.0,7.0,14.45,Toyota,Fortuner,7
Chennai,2009,80524,Petrol,Manual,Second,24.633000000000003,1596,,5.0,2.5,Ford,Fiesta,11
Kochi,2018,26405,Petrol,Automatic,First,20.286,1950,191.34,5.0,51.43,Mercedes-Benz,E-Class,2
Chennai,2014,45000,Diesel,Manual,First,25.438000000000002,2148,170.0,5.0,23.0,Mercedes-Benz,New,6
Kolkata,2012,64284,Diesel,Manual,First,28.5292,1968,108.49,5.0,5.5,Skoda,Yeti,8
Delhi,2015,27000,Petrol,Manual,First,30.429,1197,82.0,5.0,4.5,Hyundai,Grand,5
Hyderabad,2018,3678,Petrol,Manual,First,29.2376,1196,86.8,5.0,6.8,Ford,Figo,2
Mumbai,2013,21000,Petrol,Manual,First,27.048000000000002,1395,138.02,5.0,8.75,Skoda,Octavia,7
Mumbai,2015,67000,Diesel,Manual,Second,31.990700000000004,1461,83.8,5.0,7.0,Renault,Duster,5
Delhi,2015,24000,Diesel,Automatic,Second,25.2448,1999,177.0,5.0,33.5,Land,Rover,5
Chennai,2011,75000,Diesel,Manual,Second,32.2,1399,68.0,5.0,2.25,Ford,Figo,9
Coimbatore,2017,47198,Diesel,Manual,First,20.2055,2982,168.5,7.0,28.42,Toyota,Fortuner,3
Kolkata,2012,52000,Diesel,Manual,First,35.532700000000006,1199,73.9,5.0,2.75,Volkswagen,Polo,8
Jaipur,2011,91000,Diesel,Manual,First,37.352000000000004,1248,73.94,5.0,3.0,Maruti,Ritz,9
Pune,2013,60000,Diesel,Manual,First,37.1588,1461,63.1,5.0,3.55,Nissan,Micra,7
Kolkata,2013,37873,Diesel,Manual,First,35.9352,1582,126.32,5.0,4.8,Hyundai,Verna,7
Kolkata,2011,31000,Petrol,Automatic,First,17.388,2497,150.0,5.0,13.5,BMW,5,9
Pune,2017,129000,Diesel,Automatic,First,17.71,2987,258.0,7.0,56.0,Mercedes-Benz,GLS,3
Hyderabad,2004,78000,Petrol,Automatic,First,19.32,2354,187.4,5.0,3.99,Honda,CR-V,16
Bangalore,2016,32000,Diesel,Automatic,First,27.386100000000003,1582,126.2,5.0,15.5,Hyundai,Creta,4
Jaipur,2010,59000,Petrol,Manual,Second,31.894099999999998,1086,68.05,5.0,2.32,Hyundai,i10,10
Kochi,2016,35437,Diesel,Automatic,First,32.2,2143,136.0,5.0,18.58,Mercedes-Benz,A,4
Jaipur,2014,98000,Petrol,Manual,First,25.7922,1373,93.7,7.0,5.5,Maruti,Ertiga,6
Chennai,2006,72000,Diesel,Manual,Second,30.107,1896,66.0,5.0,3.2,Skoda,Octavia,14
Pune,2015,79000,Petrol,Manual,First,28.98,1198,86.7,5.0,4.0,Honda,Amaze,5
Chennai,2004,29000,Petrol,Manual,First,27.853,993,60.0,5.0,1.6,Maruti,Zen,16
Kochi,2013,66012,Petrol,Manual,First,24.955000000000002,1586,103.3,5.0,4.15,Maruti,SX4,7
Mumbai,2014,35000,Petrol,Automatic,First,26.565,1198,86.8,5.0,4.25,Honda,Brio,6
Ahmedabad,2011,75000,Petrol,Manual,First,30.429,998,67.1,5.0,2.6,Maruti,Wagon,9
Mumbai,2008,80000,Petrol,Automatic,Second,19.481,2362,164.7,5.0,3.43,Toyota,Camry,12
Kochi,2012,32717,Petrol,Manual,First,29.946000000000005,1199,79.4,5.0,2.55,Chevrolet,Beat,8
Delhi,2017,25000,Diesel,Automatic,First,20.2055,2982,168.5,7.0,32.0,Toyota,Fortuner,3
Mumbai,2014,79000,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.25,Ford,Ecosport,6
Hyderabad,2010,86000,Diesel,Manual,Second,28.658,1248,75.0,5.0,3.6,Maruti,Swift,10
Pune,2010,137000,Diesel,Automatic,First,21.735000000000003,2987,282.0,5.0,18.5,Mercedes-Benz,S,10
Mumbai,2015,25000,Petrol,Manual,Second,27.853,1497,117.3,7.0,4.25,Honda,Mobilio,5
Mumbai,2017,8500,Petrol,Manual,Second,30.429,1197,82.0,5.0,4.8,Hyundai,Grand,3
Bangalore,2015,34000,Diesel,Automatic,First,25.76,2179,140.0,7.0,13.0,Mahindra,XUV500,5
Pune,2012,41629,Petrol,Manual,Second,23.8763,1598,105.0,5.0,2.25,Skoda,Fabia,8
Hyderabad,2009,80227,Petrol,Manual,First,28.851200000000006,1086,62.1,5.0,2.3,Hyundai,Santro,11
Kochi,2019,8587,Petrol,Manual,First,24.6169,1591,121.3,5.0,13.56,Hyundai,Creta,1
Delhi,2017,30000,Diesel,Manual,First,24.794,1997,120.0,7.0,12.25,Mahindra,Scorpio,3
Pune,2013,64186,Diesel,Manual,First,33.005,1598,103.5,5.0,3.76,Skoda,Rapid,7
Coimbatore,2015,76427,Diesel,Manual,First,30.606100000000005,1461,108.45,5.0,8.58,Renault,Duster,5
Hyderabad,2011,75000,Diesel,Automatic,First,18.837,2993,245.0,5.0,27.5,BMW,X5,9
Coimbatore,2013,27075,Petrol,Manual,First,28.336000000000006,1496,88.73,5.0,4.95,Toyota,Etios,7
Ahmedabad,2012,30000,Petrol,Manual,First,36.225,998,67.04,5.0,3.3,Maruti,Wagon,8
Chennai,2016,69434,Petrol,Manual,First,25.438000000000002,1591,121.3,5.0,8.0,Hyundai,Creta,4
Jaipur,2014,56000,Petrol,Manual,First,37.191,998,67.04,5.0,2.79,Maruti,Celerio,6
